filename	onset	offset	event_label
DESED_WEI-1-1001	5.502000000000001	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1001	7.858	8.457	Speech
DESED_WEI-1-1003	5.064	7.497000000000001	Speech
DESED_WEI-1-1003	5.294	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1004	4.65	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1005	3.264	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1005	6.83	10.0	Speech
DESED_WEI-1-1006	3.654	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1007	4.387	6.96	Electric_shaver_toothbrush
DESED_WEI-1-1008	7.013	8.871	Speech
DESED_WEI-1-1008	7.931	8.181000000000001	Alarm_bell_ringing
DESED_WEI-1-1008	9.037	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1009	0.293	10.0	Electric_shaver_toothbrush
DESED_WEI-1-100	0.621	1.038	Dog
DESED_WEI-1-100	1.943	2.254	Alarm_bell_ringing
DESED_WEI-1-100	5.316	7.565	Alarm_bell_ringing
DESED_WEI-1-100	5.784	7.848	Speech
DESED_WEI-1-1010	4.753	8.863	Electric_shaver_toothbrush
DESED_WEI-1-1010	6.433	7.459	Speech
DESED_WEI-1-1010	7.785	8.67	Speech
DESED_WEI-1-1010	9.652999999999999	10.0	Speech
DESED_WEI-1-1011	0.19699999999999998	0.6859999999999999	Speech
DESED_WEI-1-1011	5.032	6.602	Speech
DESED_WEI-1-1011	7.952999999999999	9.855	Speech
DESED_WEI-1-1011	8.021	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1012	0.514	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1012	7.682	9.252	Speech
DESED_WEI-1-1013	1.235	1.942	Speech
DESED_WEI-1-1013	1.275	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1013	4.593	5.157	Speech
DESED_WEI-1-1013	7.8629999999999995	8.122	Speech
DESED_WEI-1-1014	1.188	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1015	0.36700000000000005	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1015	4.906000000000001	5.943	Speech
DESED_WEI-1-1015	6.803	7.87	Speech
DESED_WEI-1-1016	5.336	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1016	6.313	8.744	Speech
DESED_WEI-1-1017	3.266	3.824	Speech
DESED_WEI-1-1017	4.86	7.074	Speech
DESED_WEI-1-1017	6.611000000000001	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1018	4.2860000000000005	6.188	Speech
DESED_WEI-1-1018	8.84	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1019	4.164	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1019	4.888	5.522	Speech
DESED_WEI-1-1021	8.613	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1022	1.445	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1022	2.8689999999999998	4.15	Speech
DESED_WEI-1-1023	1.7009999999999998	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1023	7.256	7.506	Speech
DESED_WEI-1-1023	8.067	9.133	Speech
DESED_WEI-1-1025	7.776	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1027	0.23199999999999998	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1027	7.169	8.326	Speech
DESED_WEI-1-1028	5.8020000000000005	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1029	2.363	3.5189999999999997	Speech
DESED_WEI-1-1029	2.539	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1030	6.544	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1031	0.11599999999999999	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1031	2.508	5.432	Speech
DESED_WEI-1-1032	5.605	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1033	7.28	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1034	3.252	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1035	0.3	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1035	1.181	1.946	Speech
DESED_WEI-1-1035	3.9419999999999997	4.562	Speech
DESED_WEI-1-1035	7.35	9.148	Speech
DESED_WEI-1-1036	0.22	0.927	Speech
DESED_WEI-1-1036	4.151	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1037	0.595	4.061	Speech
DESED_WEI-1-1037	6.492000000000001	9.261000000000001	Speech
DESED_WEI-1-1037	8.61	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1038	3.4760000000000004	3.7260000000000004	Speech
DESED_WEI-1-1038	5.207000000000001	5.771	Speech
DESED_WEI-1-1038	5.571000000000001	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1039	7.084	10.0	Electric_shaver_toothbrush
DESED_WEI-1-103	0.21	0.521	Alarm_bell_ringing
DESED_WEI-1-103	1.006	1.495	Alarm_bell_ringing
DESED_WEI-1-103	8.343	10.0	Alarm_bell_ringing
DESED_WEI-1-1040	6.575	9.259	Electric_shaver_toothbrush
DESED_WEI-1-1041	7.757000000000001	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1042	0.4	1.034	Speech
DESED_WEI-1-1042	3.983	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1042	5.7379999999999995	8.507	Speech
DESED_WEI-1-1043	1.4609999999999999	3.092	Speech
DESED_WEI-1-1043	5.672000000000001	7.957999999999999	Speech
DESED_WEI-1-1043	8.23	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1044	3.4010000000000002	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1045	0.948	1.4369999999999998	Speech
DESED_WEI-1-1045	2.845	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1045	8.674	10.0	Speech
DESED_WEI-1-1046	0.91	1.3880000000000001	Speech
DESED_WEI-1-1046	1.694	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1046	6.742999999999999	7.575	Speech
DESED_WEI-1-1046	8.511000000000001	9.822000000000001	Speech
DESED_WEI-1-1047	7.979	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1048	7.546	9.193999999999999	Speech
DESED_WEI-1-1048	7.864	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1049	0.501	10.0	Electric_shaver_toothbrush
DESED_WEI-1-104	0.623	0.934	Alarm_bell_ringing
DESED_WEI-1-104	1.045	2.568	Speech
DESED_WEI-1-104	3.997	4.577	Speech
DESED_WEI-1-104	6.178999999999999	6.909	Speech
DESED_WEI-1-104	7.409	7.721	Alarm_bell_ringing
DESED_WEI-1-104	8.081	8.331	Alarm_bell_ringing
DESED_WEI-1-104	8.852	10.0	Alarm_bell_ringing
DESED_WEI-1-1051	3.227	4.604	Speech
DESED_WEI-1-1051	5.667999999999999	7.061	Speech
DESED_WEI-1-1051	7.0920000000000005	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1051	8.741	10.0	Speech
DESED_WEI-1-1052	4.052	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1052	8.855	10.0	Speech
DESED_WEI-1-1053	3.323	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1054	1.506	5.059	Speech
DESED_WEI-1-1054	4.4639999999999995	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1055	3.486	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1056	3.159	4.742	Speech
DESED_WEI-1-1056	5.587999999999999	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1057	6.1610000000000005	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1057	6.185	6.705	Alarm_bell_ringing
DESED_WEI-1-1058	7.86	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1058	8.209	8.77	Speech
DESED_WEI-1-1059	2.312	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1059	8.156	8.849	Speech
DESED_WEI-1-105	0.9109999999999999	1.9909999999999999	Speech
DESED_WEI-1-105	1.902	2.2	Dog
DESED_WEI-1-105	2.197	4.247	Alarm_bell_ringing
DESED_WEI-1-105	3.097	6.755	Speech
DESED_WEI-1-105	4.752	5.063	Alarm_bell_ringing
DESED_WEI-1-105	9.4	10.0	Speech
DESED_WEI-1-1060	3.764	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1061	0.24100000000000002	8.517999999999999	Electric_shaver_toothbrush
DESED_WEI-1-1061	6.0729999999999995	7.715	Speech
DESED_WEI-1-1062	8.362	9.932	Speech
DESED_WEI-1-1062	9.623	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1063	3.7680000000000002	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1064	0.321	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1065	1.057	1.7209999999999999	Speech
DESED_WEI-1-1065	2.5180000000000002	3.91	Speech
DESED_WEI-1-1065	3.158	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1065	4.621	5.436	Speech
DESED_WEI-1-1066	3.875	8.842	Speech
DESED_WEI-1-1066	9.481	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1066	9.61	10.0	Speech
DESED_WEI-1-1067	4.1930000000000005	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1067	6.382000000000001	7.622999999999999	Speech
DESED_WEI-1-1068	5.928999999999999	6.335	Speech
DESED_WEI-1-1068	8.423	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1068	9.224	10.0	Speech
DESED_WEI-1-1069	1.758	4.331	Electric_shaver_toothbrush
DESED_WEI-1-1069	2.27	3.3489999999999998	Speech
DESED_WEI-1-1069	5.275	7.166	Speech
DESED_WEI-1-1069	9.384	9.81	Speech
DESED_WEI-1-106	0.7829999999999999	2.214	Speech
DESED_WEI-1-106	1.518	1.835	Alarm_bell_ringing
DESED_WEI-1-106	3.4360000000000004	3.7689999999999997	Alarm_bell_ringing
DESED_WEI-1-106	5.336	5.977	Dog
DESED_WEI-1-106	5.836	6.396	Speech
DESED_WEI-1-106	6.39	7.101	Cat
DESED_WEI-1-106	6.897	7.147	Alarm_bell_ringing
DESED_WEI-1-106	7.428	8.243	Speech
DESED_WEI-1-106	8.362	8.676	Alarm_bell_ringing
DESED_WEI-1-106	8.648	10.0	Speech
DESED_WEI-1-1070	7.349	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1071	2.853	3.342	Speech
DESED_WEI-1-1071	5.595	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1072	1.597	3.3989999999999996	Speech
DESED_WEI-1-1072	7.2010000000000005	7.821000000000001	Speech
DESED_WEI-1-1072	8.329	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1073	5.033	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1073	6.499	7.843	Speech
DESED_WEI-1-1073	8.514	8.831	Speech
DESED_WEI-1-1074	1.7309999999999999	2.4130000000000003	Speech
DESED_WEI-1-1074	3.5260000000000002	6.29	Speech
DESED_WEI-1-1074	6.635	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1074	9.429	10.0	Speech
DESED_WEI-1-1075	0.721	2.563	Speech
DESED_WEI-1-1075	1.4769999999999999	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1075	7.507000000000001	8.663	Speech
DESED_WEI-1-1076	6.096	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1077	6.917999999999999	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1078	5.968	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1078	9.075	10.0	Speech
DESED_WEI-1-1079	0.18	2.753	Electric_shaver_toothbrush
DESED_WEI-1-1079	3.786	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1079	6.727	7.047000000000001	Alarm_bell_ringing
DESED_WEI-1-107	0.374	1.9669999999999999	Alarm_bell_ringing
DESED_WEI-1-107	0.7609999999999999	3.193	Speech
DESED_WEI-1-107	2.3569999999999998	8.713	Alarm_bell_ringing
DESED_WEI-1-107	6.466	9.39	Speech
DESED_WEI-1-1080	3.214	4.59	Speech
DESED_WEI-1-1080	6.827999999999999	8.718	Speech
DESED_WEI-1-1080	7.417000000000001	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1081	0.304	2.278	Speech
DESED_WEI-1-1081	5.434	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1082	2.9419999999999997	4.922	Electric_shaver_toothbrush
DESED_WEI-1-1083	2.87	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1084	1.7280000000000002	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1085	7.117999999999999	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1086	2.948	3.455	Speech
DESED_WEI-1-1086	6.5489999999999995	7.577999999999999	Speech
DESED_WEI-1-1086	7.477	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1087	3.977	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1088	0.16699999999999998	2.918	Speech
DESED_WEI-1-1088	4.751	5.21	Speech
DESED_WEI-1-1088	7.547999999999999	8.924	Speech
DESED_WEI-1-1088	9.029	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1089	3.049	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1089	8.381	9.565	Speech
DESED_WEI-1-108	6.085	6.445	Alarm_bell_ringing
DESED_WEI-1-1090	0.627	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1091	0.005	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1092	0.596	0.998	Speech
DESED_WEI-1-1092	5.181	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1093	7.497000000000001	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1094	4.684	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1095	7.002000000000001	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1096	3.988	5.169	Speech
DESED_WEI-1-1096	8.537	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1096	9.259	9.736	Speech
DESED_WEI-1-1097	5.495	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1098	6.449	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1099	1.1520000000000001	10.0	Electric_shaver_toothbrush
DESED_WEI-1-10	5.706	6.225	Alarm_bell_ringing
DESED_WEI-1-1100	5.763	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1101	6.819	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1102	3.636	6.205	Speech
DESED_WEI-1-1102	3.923	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1102	8.905	9.637	Speech
DESED_WEI-1-1103	0.365	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1103	7.3870000000000005	7.926	Speech
DESED_WEI-1-1104	0.6859999999999999	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1105	0.106	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1106	2.9419999999999997	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1106	4.335	5.728	Speech
DESED_WEI-1-1106	8.498	10.0	Speech
DESED_WEI-1-1107	5.0169999999999995	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1107	8.887	9.392999999999999	Speech
DESED_WEI-1-1108	4.476	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1108	7.11	7.568	Speech
DESED_WEI-1-1109	2.34	4.859	Speech
DESED_WEI-1-1109	5.603	10.0	Electric_shaver_toothbrush
DESED_WEI-1-110	1.521	3.7319999999999998	Speech
DESED_WEI-1-110	3.71	9.931000000000001	Running_water
DESED_WEI-1-110	4.064	4.314	Alarm_bell_ringing
DESED_WEI-1-110	4.85	5.183	Alarm_bell_ringing
DESED_WEI-1-110	8.066	8.386000000000001	Alarm_bell_ringing
DESED_WEI-1-1111	4.822	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1111	5.856	6.1579999999999995	Speech
DESED_WEI-1-1111	8.324	8.83	Speech
DESED_WEI-1-1112	7.937	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1113	2.042	2.755	Speech
DESED_WEI-1-1113	6.032	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1113	6.599	8.561	Speech
DESED_WEI-1-1115	5.417000000000001	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1116	1.038	2.54	Speech
DESED_WEI-1-1116	4.768	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1117	0.052000000000000005	2.625	Electric_shaver_toothbrush
DESED_WEI-1-1118	3.105	7.215	Electric_shaver_toothbrush
DESED_WEI-1-1119	1.683	10.0	Electric_shaver_toothbrush
DESED_WEI-1-111	1.2009999999999998	1.6840000000000002	Alarm_bell_ringing
DESED_WEI-1-111	4.863	5.178999999999999	Alarm_bell_ringing
DESED_WEI-1-111	5.558	6.329	Dog
DESED_WEI-1-111	8.199	8.605	Speech
DESED_WEI-1-111	8.571	8.885	Alarm_bell_ringing
DESED_WEI-1-111	8.844	9.301	Dog
DESED_WEI-1-111	9.212	9.529	Alarm_bell_ringing
DESED_WEI-1-1120	5.308	6.63	Speech
DESED_WEI-1-1120	7.252000000000001	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1121	0.475	3.159	Electric_shaver_toothbrush
DESED_WEI-1-1122	6.098	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1123	8.894	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1124	1.058	1.374	Alarm_bell_ringing
DESED_WEI-1-1124	1.3430000000000002	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1124	3.773	5.745	Speech
DESED_WEI-1-1125	1.3530000000000002	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1126	0.191	1.786	Speech
DESED_WEI-1-1126	2.755	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1126	5.117	5.645	Speech
DESED_WEI-1-1126	7.856	8.315	Speech
DESED_WEI-1-1127	8.783999999999999	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1128	4.1419999999999995	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1129	4.111000000000001	10.0	Electric_shaver_toothbrush
DESED_WEI-1-112	1.4569999999999999	2.9339999999999997	Speech
DESED_WEI-1-112	2.306	2.617	Alarm_bell_ringing
DESED_WEI-1-112	4.207	4.54	Alarm_bell_ringing
DESED_WEI-1-112	6.172999999999999	7.425	Speech
DESED_WEI-1-112	6.46	6.771	Alarm_bell_ringing
DESED_WEI-1-112	8.414	8.664	Alarm_bell_ringing
DESED_WEI-1-1130	0.8690000000000001	2.7030000000000003	Speech
DESED_WEI-1-1130	5.632000000000001	6.854	Speech
DESED_WEI-1-1130	6.279	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1130	8.714	9.221	Speech
DESED_WEI-1-1131	4.293	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1131	8.605	9.312000000000001	Speech
DESED_WEI-1-1132	0.8190000000000001	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1132	2.09	3.37	Speech
DESED_WEI-1-1133	0.56	2.147	Speech
DESED_WEI-1-1133	2.425	2.9139999999999997	Speech
DESED_WEI-1-1133	5.349	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1133	6.627999999999999	7.513999999999999	Speech
DESED_WEI-1-1134	1.473	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1134	4.773	5.8389999999999995	Speech
DESED_WEI-1-1135	2.8810000000000002	8.14	Electric_shaver_toothbrush
DESED_WEI-1-1136	2.051	3.014	Speech
DESED_WEI-1-1136	4.913	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1137	0.47700000000000004	3.5789999999999997	Speech
DESED_WEI-1-1137	4.646	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1137	7.542999999999999	7.9239999999999995	Speech
DESED_WEI-1-1138	3.266	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1138	6.119	6.553999999999999	Speech
DESED_WEI-1-1138	8.964	9.214	Speech
DESED_WEI-1-1139	0.009000000000000001	9.255	Electric_shaver_toothbrush
DESED_WEI-1-113	1.774	2.293	Alarm_bell_ringing
DESED_WEI-1-113	1.8980000000000001	3.5460000000000003	Speech
DESED_WEI-1-113	4.788	5.104	Alarm_bell_ringing
DESED_WEI-1-113	5.78	6.1129999999999995	Alarm_bell_ringing
DESED_WEI-1-113	7.728	8.027999999999999	Dog
DESED_WEI-1-113	9.607999999999999	9.919	Alarm_bell_ringing
DESED_WEI-1-1140	1.239	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1140	6.212000000000001	7.044	Speech
DESED_WEI-1-1141	1.4869999999999999	9.164	Electric_shaver_toothbrush
DESED_WEI-1-1141	5.7860000000000005	9.246	Speech
DESED_WEI-1-1142	0.46399999999999997	2.194	Speech
DESED_WEI-1-1142	7.705	9.615	Speech
DESED_WEI-1-1142	9.187000000000001	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1143	7.653	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1145	0.968	1.7690000000000001	Speech
DESED_WEI-1-1145	2.244	4.135	Speech
DESED_WEI-1-1145	2.977	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1146	3.573	3.9989999999999997	Speech
DESED_WEI-1-1146	4.215	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1146	7.155	8.609	Speech
DESED_WEI-1-1146	9.612	9.948	Speech
DESED_WEI-1-1147	3.241	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1147	4.292	6.183	Speech
DESED_WEI-1-1148	0.765	1.686	Speech
DESED_WEI-1-1148	1.3219999999999998	1.857	Alarm_bell_ringing
DESED_WEI-1-1148	2.802	6.912000000000001	Electric_shaver_toothbrush
DESED_WEI-1-1148	8.24	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1149	3.918	10.0	Electric_shaver_toothbrush
DESED_WEI-1-114	2.7060000000000004	3.0869999999999997	Dog
DESED_WEI-1-114	4.2589999999999995	4.587	Alarm_bell_ringing
DESED_WEI-1-114	8.681000000000001	9.168	Alarm_bell_ringing
DESED_WEI-1-114	9.604	10.0	Alarm_bell_ringing
DESED_WEI-1-1150	2.1430000000000002	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1151	4.834	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1152	0.445	3.7910000000000004	Speech
DESED_WEI-1-1152	7.08	9.162	Speech
DESED_WEI-1-1152	7.676	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1153	4.088	9.408	Electric_shaver_toothbrush
DESED_WEI-1-1154	0.168	0.8740000000000001	Speech
DESED_WEI-1-1154	2.068	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1154	3.812	5.61	Speech
DESED_WEI-1-1154	8.692	9.105	Speech
DESED_WEI-1-1156	9.511000000000001	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1157	5.475	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1157	5.932	6.182	Speech
DESED_WEI-1-1158	2.6060000000000003	10.0	Speech
DESED_WEI-1-1158	8.525	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1159	0.474	2.1319999999999997	Speech
DESED_WEI-1-1159	1.361	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1159	7.358	8.173	Speech
DESED_WEI-1-115	2.12	2.379	Speech
DESED_WEI-1-115	3.1839999999999997	3.7460000000000004	Alarm_bell_ringing
DESED_WEI-1-115	4.772	5.332000000000001	Speech
DESED_WEI-1-115	7.261	8.572000000000001	Speech
DESED_WEI-1-115	8.269	8.787	Alarm_bell_ringing
DESED_WEI-1-115	9.51	10.0	Speech
DESED_WEI-1-1160	1.249	1.565	Speech
DESED_WEI-1-1160	3.9730000000000003	4.788	Speech
DESED_WEI-1-1160	9.745	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1161	2.336	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1161	5.422000000000001	7.053	Speech
DESED_WEI-1-1161	9.032	9.825	Speech
DESED_WEI-1-1162	2.226	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1163	0.508	4.618	Electric_shaver_toothbrush
DESED_WEI-1-1163	6.4879999999999995	8.451	Speech
DESED_WEI-1-1163	9.312000000000001	10.0	Speech
DESED_WEI-1-1164	4.342	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1165	8.217	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1166	7.462000000000001	9.74	Speech
DESED_WEI-1-1166	7.944	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1167	0.795	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1168	5.957999999999999	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1169	1.34	2.9819999999999998	Speech
DESED_WEI-1-1169	6.98	7.612	Speech
DESED_WEI-1-1169	8.26	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1171	7.244	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1172	1.936	3.306	Speech
DESED_WEI-1-1172	4.072	6.5329999999999995	Electric_shaver_toothbrush
DESED_WEI-1-1172	7.327999999999999	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1172	8.633	9.34	Speech
DESED_WEI-1-1174	2.283	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1175	1.8940000000000001	4.173	Speech
DESED_WEI-1-1175	2.9019999999999997	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1175	5.809	6.144	Speech
DESED_WEI-1-1175	6.371	6.997000000000001	Speech
DESED_WEI-1-1175	8.104	9.902000000000001	Speech
DESED_WEI-1-1176	1.025	10.0	Electric_shaver_toothbrush
DESED_WEI-1-1176	4.194	4.6530000000000005	Speech
DESED_WEI-1-1176	8.025	9.137	Speech
